0.76, 7.25
1.24, 7.34
1.64, 7.34
2.09, 7.33
2.51, 7.33
2.97, 7.32
3.39, 7.32
3.85, 7.31
4.25, 7.31
4.73, 7.31
5.14, 7.30
5.57, 7.30
5.99, 7.29
6.45, 7.29
6.86, 7.28
7.33, 7.28
7.73, 7.27
8.18, 7.27
8.60, 7.27
9.05, 7.26
9.47, 7.26
9.94, 7.25
10.34, 7.25
10.81, 7.24
11.22, 7.24
11.66, 7.23
12.08, 7.23
12.53, 7.22
12.94, 7.22
13.42, 7.21
13.82, 7.21
14.27, 7.21
14.69, 7.20
15.14, 7.20
15.56, 7.19
16.03, 7.19
16.42, 7.18
16.88, 7.12
17.22, 6.91
17.41, 6.39
17.60, 5.74
18.00, 5.64
18.44, 5.62
18.86, 5.61
19.34, 5.61
19.75, 5.65
20.20, 5.71
20.61, 5.77
21.06, 5.88
21.47, 5.98
21.91, 6.11
22.32, 6.24
22.76, 6.42
23.15, 6.56
23.59, 6.73
23.98, 6.87
24.42, 7.03
24.82, 7.15
25.29, 7.30
25.70, 7.39
26.14, 7.48
26.55, 7.54
27.01, 7.58
27.44, 7.59
27.92, 7.58
28.33, 7.56
28.79, 7.50
29.20, 7.43
29.64, 7.33
30.04, 7.21
30.23, 6.86
30.22, 6.44
30.21, 6.07
30.20, 5.65
30.19, 5.22
30.18, 4.76
30.16, 4.33
30.12, 3.96
29.78, 4.04
29.38, 4.15
28.91, 4.25
28.50, 4.31
28.04, 4.36
27.63, 4.38
27.17, 4.38
26.75, 4.36
26.35, 4.31
25.99, 4.25
25.58, 4.17
25.14, 4.05
24.74, 3.93
24.31, 3.79
23.92, 3.66
23.46, 3.51
23.07, 3.38
22.62, 3.23
22.21, 3.09
21.78, 2.95
21.38, 2.82
20.99, 2.71
20.62, 2.62
20.21, 2.54
19.79, 2.47
19.38, 2.42
18.91, 2.39
18.49, 2.38
18.07, 2.38
17.69, 2.38
17.27, 2.31
16.87, 2.42
16.88, 2.57
16.68, 1.68
16.99, 1.33
17.36, 1.21
17.77, 1.19
18.23, 1.20
18.65, 1.22
19.09, 1.26
19.51, 1.31
19.87, 1.36
20.25, 1.44
20.67, 1.53
21.13, 1.65
21.53, 1.76
21.95, 1.90
22.36, 2.03
22.78, 2.18
23.19, 2.31
23.61, 2.45
24.02, 2.58
24.49, 2.73
24.88, 2.85
25.31, 2.98
25.71, 3.06
26.13, 3.14
26.54, 3.18
26.94, 3.22
27.33, 3.23
27.76, 3.22
28.22, 3.18
28.62, 3.14
29.07, 3.06
29.48, 2.96
29.93, 2.81
30.15, 2.48
30.11, 2.04
30.09, 1.47
30.07, 1.00
30.06, 0.58
30.05, 0.11
30.02, -0.13
30.01, -0.45
29.66, -0.41
29.26, -0.30
28.81, -0.20
28.40, -0.14
28.02, -0.10
27.67, -0.08
27.25, -0.06
26.78, -0.09
26.38, -0.11
25.99, -0.17
25.62, -0.23
25.21, -0.32
24.81, -0.43
24.42, -0.54
23.95, -0.69
23.54, -0.81
23.13, -0.95
22.74, -1.07
22.28, -1.22
21.89, -1.34
21.44, -1.48
21.03, -1.60
20.60, -1.71
20.19, -1.80
19.76, -1.89
19.36, -1.95
18.89, -2.01
18.50, -2.04
18.02, -2.07
17.60, -2.07
17.14, -2.04
16.73, -2.04
16.36, -1.79
16.17, -1.25
16.24, -0.67
16.31, -0.23
16.39, 0.22
16.46, 0.49
16.44, 0.78
16.14, 0.86
15.76, 0.82
15.34, 0.79
14.99, 0.75
14.61, 0.70
14.20, 0.67
13.75, 0.63
13.35, 0.59
12.95, 0.54
12.56, 0.50
12.15, 0.47
11.79, 0.43
11.41, 0.38
10.99, 0.34
10.62, 0.30
10.26, 0.27
9.85, 0.23
9.40, 0.17
8.98, 0.13
8.60, 0.09
8.21, 0.05
7.81, 0.02
7.44, -0.03
7.05, -0.07
6.65, -0.11
6.28, -0.14
5.91, -0.18
5.48, -0.23
5.05, -0.28
4.63, -0.31
4.20, -0.36
3.77, -0.41
3.38, -0.45
3.01, -0.49
2.61, -0.53
2.22, -0.57
1.85, -0.60
1.45, -0.65
1.02, -0.69
0.61, -0.71
0.43, -0.37
0.45, 0.21
0.46, 0.64
0.47, 1.11
0.48, 1.54
0.50, 1.98
0.64, 2.52
1.03, 2.62
1.41, 2.65
1.83, 2.67
2.21, 2.70
2.63, 2.73
3.02, 2.74
3.47, 2.78
3.89, 2.80
4.36, 2.83
4.77, 2.86
5.22, 2.90
5.62, 2.92
5.99, 2.94
6.39, 2.96
6.80, 2.99
7.26, 3.02
7.68, 3.05
8.15, 3.08
8.56, 3.10
9.02, 3.13
9.42, 3.16
9.88, 3.18
10.28, 3.21
10.76, 3.24
11.17, 3.26
11.63, 3.30
12.05, 3.32
12.52, 3.35
12.91, 3.38
13.37, 3.41
13.77, 3.43
14.21, 3.46
14.63, 3.49
15.00, 3.51
15.39, 3.54
15.80, 3.56
16.24, 3.58
16.66, 3.63
16.85, 3.61
16.89, 3.94
16.97, 4.34
16.54, 4.47
16.08, 4.46
15.67, 4.45
15.21, 4.43
14.79, 4.42
14.33, 4.40
13.91, 4.39
13.45, 4.37
13.04, 4.37
12.59, 4.36
12.19, 4.34
11.71, 4.33
11.31, 4.32
10.90, 4.31
10.52, 4.29
10.10, 4.28
9.67, 4.27
9.26, 4.27
8.80, 4.25
8.39, 4.24
7.91, 4.22
7.51, 4.21
7.05, 4.19
6.65, 4.18
6.18, 4.17
5.78, 4.16
5.31, 4.14
4.91, 4.13
4.49, 4.11
4.11, 4.11
3.69, 4.10
3.26, 4.09
2.84, 4.07
2.38, 4.06
1.97, 4.05
1.58, 4.04
1.20, 4.02
0.80, 4.03
0.56, 4.30
0.57, 4.92
0.59, 5.32
0.60, 5.80
0.61, 6.22
0.62, 6.68
